,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
424,0.0,0.0,224995,0,0,0,0,2,3,0.0,0.0,0,Luis,0.0,508,False,Ankle injury - Expected back 01 Jul,2023-04-26T08:00:09.461565Z,65,224995.jpg,2.8,Sinisterra Lucumí,0.2,False,,i,11,2,53,177816,0,183517,0,0.0,8.2,Sinisterra,863,5,0,0,23,0,0,0,1,1,0,6,173,242.8,157.7,305.0,70.6,13,3.81,0.88,4.69,18.12,278,118,219,133,121,77,221,110,,,,,,,0.4,0.0,0.09,0.49,1.89,2.4,55,27,766,335,192,75,350,122,1.36,0.0
425,0.0,0.0,433590,0,0,0,0,0,2,0.0,0.0,0,Cody,0.0,547,False,Season-long loan to Luton Town,2023-01-29T17:38:13.671291Z,40,433590.jpg,1.0,Drameh,0.1,False,,u,11,2,1,10934,0,16896,0,0.0,0.2,Drameh,70,0,0,0,3,0,0,0,0,0,0,0,16,12.8,2.7,0.0,1.6,1,0.00,0.01,0.01,1.40,485,171,466,168,549,203,501,175,,,,,,,0.0,0.0,0.01,0.01,1.8,3.86,679,198,446,152,470,163,423,158,1.29,0.0
426,0.0,0.0,547701,0,0,0,0,0,3,0.0,0.0,0,Archie,0.0,565,False,International Duty - Expected back 02 Jun,2023-05-24T21:30:09.675356Z,45,547701.jpg,0.0,Gray,0.0,False,,i,11,2,0,9027,0,10584,0,0.0,0.0,Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,741,314,737,316,727,311,742,314,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,462,271,670,271,746,318,551,217,0.0,0.0
427,,,78315,0,0,0,0,0,1,1.5,1.7,1,Joel,1.7,578,False,,,40,78315.jpg,1.8,Robles,0.1,False,,a,11,2,7,9713,0,6715,0,0.4,1.8,Robles,360,0,0,0,11,0,0,0,1,0,16,0,65,118.4,0.0,0.0,11.8,4,0.00,0.01,0.01,9.16,371,28,561,40,523,31,442,28,,,,,,,0.0,4.0,0.0,0.0,2.29,2.75,650,36,177,17,349,36,464,55,1.0,0.0
428,100.0,100.0,492859,0,0,-3,3,1,4,1.5,0.7,1,Wilfried,0.7,619,False,,2023-03-26T22:00:09.545708Z,47,492859.jpg,2.3,Gnonto,0.7,False,,a,11,2,55,412731,0,342756,0,0.1,11.7,Gnonto,1346,2,4,4,28,0,0,0,7,0,0,6,183,266.8,327.6,253.0,84.9,14,1.79,2.12,3.91,25.22,266,28,111,12,151,43,170,30,,,,,,,0.12,0.0,0.14,0.26,1.69,1.87,324,62,296,39,260,34,221,37,0.94,0.27
429,0.0,0.0,565297,0,0,0,0,0,4,0.0,0.0,0,Mateo Joseph,0.0,659,False,International Duty - Expected back 12 Jun,2023-05-24T21:30:09.744680Z,45,565297.jpg,1.0,Fernández,0.0,False,,i,11,2,3,6758,0,5297,0,0.0,0.7,Mateo Joseph,24,0,0,0,0,0,0,0,0,0,0,0,5,3.0,0.2,19.0,2.2,0,0.06,0.00,0.06,0.30,516,64,511,67,426,64,497,64,,,,,,,0.22,0.0,0.0,0.22,1.12,0.0,466,88,673,75,517,65,568,74,0.0,0.0
430,100.0,100.0,496228,0,0,0,0,0,4,0.0,0.0,0,Sonny,0.0,663,False,,2023-02-03T14:00:09.872702Z,45,496228.jpg,0.0,Perkins,0.0,False,,a,11,2,0,6294,0,5188,0,0.0,0.0,Perkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,721,83,717,83,705,84,723,84,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,434,84,649,71,729,84,596,78,0.0,0.0
431,100.0,100.0,220087,0,0,-1,1,0,2,0.8,0.3,-1,Maximilian,0.3,691,False,,2023-04-26T08:00:09.849961Z,44,220087.jpg,1.6,Wöber,0.0,False,,a,11,2,25,14072,0,11994,0,0.1,5.7,Wöber,1264,0,0,2,23,0,0,0,3,0,0,2,195,284.4,81.6,80.0,44.8,14,0.77,0.37,1.14,22.73,246,93,323,104,308,99,309,106,,,4.0,,,,0.05,0.0,0.03,0.08,1.62,1.64,506,112,338,106,391,140,591,220,1.0,0.14
432,,,463067,0,0,-5,5,0,4,0.0,1.3,4,Georginio,1.3,700,False,,,50,463067.jpg,1.4,Rutter,0.0,False,,a,11,2,15,9337,0,7713,0,0.3,3.0,Rutter,263,0,1,0,9,0,0,0,0,0,0,0,45,54.4,49.2,53.0,15.5,1,0.41,0.23,0.64,5.68,439,54,372,53,355,57,426,56,,,,,,,0.14,0.0,0.08,0.22,1.94,3.08,214,58,226,25,435,54,629,84,0.34,0.0
433,,,241519,0,0,-4,4,0,3,2.5,2.7,1,Weston,2.7,720,False,,,46,241519.jpg,1.6,McKennie,0.0,False,,a,11,2,31,11887,0,7952,0,0.6,6.7,McKennie,1434,0,1,1,35,0,0,0,7,0,0,0,135,201.6,204.9,89.0,49.7,16,0.78,0.56,1.34,28.30,310,128,180,113,290,149,285,128,,,,,,,0.05,0.0,0.04,0.09,1.78,2.2,335,200,119,50,396,169,541,209,1.0,0.06
434,,,470296,0,0,0,0,0,2,0.0,0.0,0,Jeremiah,0.0,742,False,,,40,470296.jpg,0.0,Chilokoa-Mullen,0.0,False,,a,11,2,0,1442,0,1208,0,0.0,0.0,Chilokoa-Mullen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,613,220,599,218,564,211,617,219,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,696,208,461,160,626,221,668,241,0.0,0.0
435,,,491008,0,0,0,0,0,2,0.0,0.0,0,Diogo,0.0,743,False,,,40,491008.jpg,0.0,Pinheiro Monteiro,0.0,False,,a,11,2,0,2261,0,1760,0,0.0,0.0,Monteiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,620,226,607,224,572,217,624,225,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,704,214,469,166,633,227,648,233,0.0,0.0
436,100.0,100.0,15157,0,0,-1,1,0,3,1.8,2.3,2,James,1.3,274,False,,2022-12-23T01:00:07.613356Z,44,15157.jpg,1.4,Milner,0.6,False,,a,12,14,42,156314,0,204040,0,0.3,9.5,Milner,889,0,1,3,12,0,0,0,2,0,0,0,187,179.6,222.7,93.0,49.5,7,0.40,1.63,2.03,13.56,325,135,166,108,286,147,287,130,4.0,,,,1.0,,0.04,0.0,0.17,0.21,1.37,1.21,470,276,217,109,428,187,248,80,0.71,0.3
437,100.0,100.0,56979,0,0,-2,2,0,3,3.0,3.0,1,Jordan,2.0,275,False,,2023-05-05T14:00:09.401249Z,53,56979.jpg,2.0,Henderson,0.5,False,,a,12,14,69,69647,0,150109,0,0.4,13.0,Henderson,2060,0,3,8,30,0,0,0,2,0,0,0,401,315.2,525.8,185.0,103.0,23,1.35,3.59,4.93,31.96,219,92,56,46,192,116,126,81,,,,,,,0.06,0.0,0.16,0.22,1.4,1.31,133,69,163,76,331,132,266,88,1.0,0.35
438,100.0,100.0,60914,0,0,-1,1,1,2,1.0,1.0,0,Joel,0.0,276,False,,2022-10-11T22:30:06.763579Z,59,60914.jpg,2.6,Matip,0.9,False,,a,12,14,36,136871,0,303529,0,0.0,6.1,Matip,1091,1,0,3,20,1,0,0,3,0,0,4,216,232.8,61.9,102.0,39.6,12,0.87,0.93,1.80,16.46,287,111,355,121,279,82,329,113,,,,,,,0.07,0.0,0.08,0.15,1.36,1.65,72,7,764,259,216,77,198,70,0.99,0.25
439,0.0,0.0,61558,0,0,-4,4,0,3,0.0,0.0,0,Thiago,0.0,277,False,Hip injury - Expected back 01 Jul,2023-05-05T00:00:08.996180Z,51,61558.jpg,1.7,Alcántara do Nascimento,0.6,False,,i,12,14,30,113597,0,267515,0,0.0,5.9,Thiago,1252,0,0,2,23,0,0,0,2,0,0,0,194,244.4,265.8,86.0,59.8,14,0.46,1.18,1.64,21.41,276,117,138,94,295,150,252,117,,,,,,,0.03,0.0,0.08,0.11,1.54,1.65,168,94,734,317,382,163,246,79,1.01,0.14
440,100.0,100.0,81880,0,0,-1,1,0,3,1.0,1.0,0,Alex,0.0,278,False,,2022-10-11T23:00:06.633516Z,49,81880.jpg,2.2,Oxlade-Chamberlain,0.0,False,,a,12,14,20,4977,0,5400,0,0.0,4.1,Chamberlain,332,1,0,0,7,0,0,0,0,0,0,2,57,72.4,66.3,84.0,22.3,4,1.27,0.18,1.45,6.64,416,180,347,180,299,153,398,177,,,,,,,0.34,0.0,0.05,0.39,1.8,1.9,223,125,707,301,276,105,641,257,1.08,0.0
441,100.0,100.0,92217,0,0,0,0,2,4,2.4,5.0,5,Roberto,4.0,279,False,,2023-04-21T13:30:07.898318Z,80,92217.jpg,4.2,Firmino,3.2,False,,a,12,14,104,1942888,0,1865138,0,0.5,13.0,Firmino,1202,11,4,4,17,0,0,0,0,0,0,12,447,577.6,310.2,813.0,170.2,13,5.48,2.16,7.64,19.91,88,9,118,13,27,12,49,12,,,,,,,0.41,0.0,0.16,0.57,1.49,1.27,15,10,64,11,43,9,102,15,0.97,0.3
442,100.0,100.0,97032,0,0,1,-1,3,2,6.2,3.7,0,Virgil,2.7,280,False,,2023-01-06T22:30:07.357716Z,66,97032.jpg,4.0,van Dijk,12.4,False,,a,12,14,127,1780745,0,2302625,0,0.4,19.2,Van Dijk,2835,3,1,11,36,0,0,0,3,0,0,13,636,743.2,121.0,389.0,125.4,32,2.50,1.09,3.59,41.17,35,7,261,68,97,5,90,12,,,,,,,0.08,0.0,0.03,0.11,1.31,1.14,48,4,126,41,57,9,38,13,1.02,0.35
443,100.0,100.0,116535,0,0,0,0,1,1,6.6,4.7,0,Alisson,3.7,281,False,,2023-04-14T10:30:09.102204Z,55,116535.jpg,4.4,Ramses Becker,16.8,False,,a,12,14,162,2149018,0,2415119,0,0.7,29.5,Alisson,3330,0,1,14,43,0,1,0,1,0,107,15,824,966.4,10.1,0.0,97.6,37,0.00,0.02,0.02,50.02,11,4,451,8,774,85,140,4,,,,,,,0.0,2.89,0.0,0.0,1.35,1.16,106,1,71,8,26,6,20,3,1.0,0.38
444,100.0,100.0,116643,0,0,-3,3,0,3,3.2,3.7,4,Fabio Henrique,2.7,282,False,,2023-02-04T23:30:08.391451Z,52,116643.jpg,1.9,Tavares,0.8,False,,a,12,14,70,105719,0,169205,0,0.5,13.5,Fabinho,2666,0,2,11,34,0,0,0,11,0,0,0,394,400.2,316.4,109.0,82.5,31,0.70,1.87,2.57,39.21,175,71,117,86,272,143,176,97,,,,,3.0,,0.02,0.0,0.06,0.08,1.32,1.15,159,88,123,53,343,141,217,72,1.05,0.37
445,,,118748,0,0,1,-1,6,3,10.0,8.3,5,Mohamed,7.3,283,True,,,131,118748.jpg,6.3,Salah,37.2,False,,a,12,14,239,6974743,0,8866317,0,0.6,18.2,Salah,3290,19,13,13,45,0,0,2,2,0,0,23,651,1067.4,899.2,1688.0,365.6,37,21.01,7.03,28.04,47.47,5,1,15,13,3,1,2,1,,,2.0,,2.0,,0.57,0.0,0.19,0.76,1.3,1.23,1,1,9,5,5,1,4,2,1.01,0.36
446,100.0,75.0,122798,0,0,-2,2,1,2,3.2,2.8,0,Andrew,2.7,284,False,,2023-05-26T10:00:10.614068Z,68,122798.jpg,3.6,Robertson,6.0,False,,a,12,14,121,1782843,0,2363739,0,0.4,17.8,Robertson,2579,0,8,9,34,0,0,0,3,0,0,10,633,549.2,862.1,211.0,162.3,29,1.24,6.69,7.93,36.59,99,31,16,3,179,26,59,6,2.0,,,,,,0.04,0.0,0.23,0.27,1.28,1.19,45,3,127,42,95,23,65,22,1.01,0.31
447,100.0,100.0,169187,0,0,3,-3,4,2,7.4,7.0,4,Trent,6.0,285,True,,2022-12-23T01:00:07.634178Z,78,169187.jpg,4.2,Alexander-Arnold,30.7,False,,a,12,14,156,4236596,0,6440473,0,0.8,20.0,Alexander-Arnold,2922,2,11,10,44,0,0,0,5,0,0,21,824,821.4,1236.9,262.0,232.2,34,2.36,9.26,11.62,43.10,24,4,4,2,147,19,21,2,1.0,,1.0,,,,0.07,0.0,0.29,0.36,1.33,1.36,21,1,16,4,42,5,7,2,1.05,0.31
448,100.0,100.0,171287,0,0,-2,2,1,2,1.0,1.0,0,Joseph,0.0,286,False,,2023-02-22T01:00:08.250716Z,43,171287.jpg,3.2,Gomez,0.8,False,,a,12,14,68,588047,0,568994,0,0.0,15.8,Gomez,1461,0,0,8,16,0,0,0,3,0,0,8,337,312.4,46.1,38.0,39.7,15,0.20,0.67,0.87,25.28,221,84,375,129,386,139,328,112,,,,,,,0.01,0.0,0.04,0.05,1.56,0.99,558,137,539,214,129,33,214,77,0.92,0.49
449,0.0,0.0,175592,0,0,-3,3,0,3,0.0,0.0,0,Naby,0.0,287,False,Lack of match fitness - Expected back 01 Jul,2023-03-31T14:30:09.343563Z,47,175592.jpg,1.2,Keita,0.0,False,,i,12,14,10,10114,0,19011,0,0.0,2.1,Keita,290,0,0,1,4,0,0,0,1,0,0,0,34,23.8,92.6,54.0,16.9,3,0.67,0.20,0.87,4.06,473,210,309,168,349,171,420,189,,,,,,,0.21,0.0,0.06,0.27,1.26,1.24,314,188,692,287,461,203,543,210,0.93,0.31
450,100.0,100.0,194634,0,0,-4,4,3,4,2.8,6.0,13,Diogo,5.0,288,False,,2023-05-05T14:00:09.465844Z,86,194634.jpg,3.6,Teixeira da Silva,2.0,False,,a,12,14,80,845827,0,694434,0,0.6,9.3,Diogo Jota,1125,7,4,5,19,0,0,0,2,0,0,9,282,376.6,242.6,391.0,100.6,12,6.38,1.70,8.08,17.76,191,19,151,19,96,32,132,22,,,,,,,0.51,0.0,0.14,0.65,1.42,1.52,10,5,37,7,97,14,133,21,0.96,0.4
451,100.0,100.0,200720,0,0,-1,1,0,1,1.0,1.7,2,Caoimhin,0.7,289,False,,2022-07-29T22:30:04.925323Z,39,200720.jpg,2.0,Kelleher,0.2,False,,a,12,14,2,16821,0,21555,0,0.2,0.5,Kelleher,90,0,0,0,4,0,0,0,0,0,6,0,20,38.0,0.0,0.0,3.8,1,0.00,0.00,0.00,1.77,461,37,541,28,501,18,481,37,,,,,,,0.0,6.0,0.0,0.0,1.77,4.0,739,68,280,25,306,35,371,46,1.0,0.0
452,100.0,75.0,204716,0,0,-1,1,0,2,3.3,2.2,0,Ibrahima,2.0,290,False,,2023-05-26T10:00:10.645589Z,49,204716.jpg,2.7,Konaté,1.3,False,,a,12,14,49,309412,0,241740,0,0.4,10.0,Konaté,1551,0,0,7,22,1,0,0,5,0,0,0,305,285.6,39.6,144.0,46.8,17,1.21,0.65,1.86,24.34,244,92,384,133,226,49,298,101,,,,,,,0.07,0.0,0.04,0.11,1.41,1.28,241,32,156,51,199,71,169,57,0.99,0.41
453,100.0,100.0,206915,0,0,-1,1,1,3,7.4,7.3,1,Curtis,6.3,291,False,,2022-12-21T14:30:07.128942Z,49,206915.jpg,2.9,Jones,0.4,False,,a,12,14,52,53411,0,11011,0,1.3,10.6,Jones,1029,3,1,4,15,0,0,0,2,0,0,4,206,272.8,238.1,240.0,75.0,12,1.15,1.36,2.51,15.60,257,108,153,102,156,93,200,104,,,,,,,0.1,0.0,0.12,0.22,1.36,1.31,242,140,14,7,172,68,296,99,1.05,0.35
454,100.0,100.0,214285,0,0,-2,2,1,2,2.6,1.0,-1,Konstantinos,0.0,292,False,,2023-03-28T21:00:08.365221Z,43,214285.jpg,2.4,Tsimikas,0.4,False,,a,12,14,48,139456,0,124482,0,0.0,11.2,Tsimikas,762,0,4,4,11,0,0,0,3,0,0,2,216,183.2,298.3,124.0,60.7,9,0.68,1.30,1.98,14.45,322,127,124,22,245,61,248,78,3.0,,,,,,0.08,0.0,0.15,0.23,1.71,1.3,566,142,542,216,239,88,307,112,1.06,0.47
455,100.0,100.0,244731,0,0,-2,2,1,3,4.8,3.0,1,Luis,2.0,293,False,,2023-03-31T15:00:09.298898Z,78,244731.jpg,3.6,Díaz,6.6,False,,a,12,14,62,2486665,0,4016729,0,0.3,7.9,Luis Díaz,991,4,2,4,11,0,0,0,2,0,0,7,166,245.4,200.6,404.0,85.0,11,2.48,1.32,3.80,11.99,275,116,184,115,91,59,169,95,,,,,,,0.23,0.0,0.12,0.35,1.09,1.0,23,10,169,80,96,42,59,20,1.0,0.36
456,100.0,100.0,444884,0,0,-2,2,0,3,2.0,1.7,0,Harvey,0.7,294,False,,2022-12-31T08:30:08.114482Z,48,444884.jpg,1.9,Elliott,0.5,False,,a,12,14,62,282220,0,271327,0,0.1,12.9,Elliott,1600,1,2,5,20,0,0,0,2,0,0,2,286,269.0,406.1,378.0,105.5,18,2.12,4.31,6.43,26.07,264,112,84,67,99,62,122,79,,,,,,,0.12,0.0,0.24,0.36,1.47,1.12,291,174,301,145,338,136,259,86,1.01,0.28
457,100.0,100.0,244858,0,0,-4,4,0,3,1.2,1.3,0,Fábio,0.3,296,False,,2023-01-27T15:30:08.500231Z,51,244858.jpg,2.1,Freitas Gouveia Carvalho,0.3,False,,a,12,14,27,122389,0,136756,0,0.1,5.3,Carvalho,339,2,1,0,3,0,0,0,0,0,0,0,80,89.4,36.7,173.0,29.7,4,1.11,0.25,1.36,5.01,399,169,395,200,202,121,371,167,,,,,,,0.29,0.0,0.07,0.36,1.33,0.8,181,104,355,170,300,121,340,116,1.06,0.0
458,100.0,75.0,447203,0,0,-4,4,1,4,2.0,0.8,0,Darwin,0.0,297,False,,2023-05-15T22:30:08.790165Z,86,447203.jpg,3.4,Núñez Ribeiro,6.4,False,,a,12,14,100,4112461,0,5508676,0,0.0,11.6,Darwin,1684,9,5,7,22,0,0,0,1,1,0,8,310,458.2,336.9,1078.0,186.0,19,12.15,2.66,14.81,28.62,136,14,107,10,12,7,41,10,,,,,,,0.65,0.0,0.14,0.79,1.53,1.18,11,6,775,92,120,17,60,11,1.02,0.37
459,0.0,0.0,489580,0,0,-1,1,0,2,0.0,0.0,0,Calvin,0.0,298,False,Knee injury - Expected back 01 Jul,2023-02-17T12:30:09.308621Z,39,489580.jpg,0.0,Ramsay,0.2,False,,i,12,14,0,27658,0,40065,0,0.0,0.0,Ramsay,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,571,202,555,200,516,190,575,201,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,756,250,415,138,583,202,369,140,0.0,0.0
460,,,60706,0,0,-2,2,0,1,1.0,1.0,0,Adrián,0.0,497,False,,,38,60706.jpg,0.0,San Miguel del Castillo,0.6,False,,a,12,14,0,61345,0,79831,0,0.0,0.0,Adrián,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,545,43,523,18,482,8,549,43,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,764,81,381,32,557,43,239,37,0.0,0.0
461,0.0,0.0,219937,0,0,0,0,0,2,0.0,0.0,0,Rhys,0.0,498,False,Joined Blackpool on loan - Expected back 01 Jul,2022-07-19T23:00:04.376982Z,40,219937.jpg,0.0,Williams,0.0,False,,u,12,14,0,0,0,745,0,0.0,0.0,R.Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,591,210,577,208,540,199,595,209,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,669,193,436,147,604,211,716,253,0.0,0.0
462,0.0,0.0,152898,0,0,0,0,0,2,0.0,0.0,0,Ben,0.0,499,False,Transferred to Rangers - Unknown return date,2022-07-19T23:00:04.398981Z,40,152898.jpg,0.0,Davies,0.0,False,,u,12,14,0,0,0,579,0,0.0,0.0,Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,580,204,566,202,528,192,584,203,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,656,185,424,140,592,204,730,256,0.0,0.0
463,0.0,0.0,444765,0,0,0,0,0,2,0.0,0.0,0,Sepp,0.0,500,False,Season-long loan to Schalke 04,2022-08-31T07:21:56.075322Z,40,444765.jpg,0.0,van den Berg,0.1,False,,u,12,14,0,10688,0,30288,0,0.0,0.0,Van den Berg,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,601,215,587,213,551,205,605,214,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,682,201,448,154,614,216,418,157,0.0,0.0
464,,,197464,0,0,-2,2,0,2,1.0,1.0,0,Nathaniel,0.0,501,False,,,38,197464.jpg,1.5,Phillips,0.6,False,,a,12,14,3,101943,0,88295,0,0.0,0.8,Phillips,65,0,0,0,1,0,0,0,0,0,0,0,17,15.4,1.4,18.0,3.4,1,0.04,0.01,0.05,0.48,478,169,478,172,427,155,486,168,,,,,,,0.06,0.0,0.01,0.07,0.66,1.38,768,255,385,120,403,143,251,89,1.38,0.0
465,0.0,0.0,462491,0,0,0,0,0,2,0.0,0.0,0,Luke,0.0,563,False,Season-long loan to Kilmarnock,2023-01-31T16:04:16.856623Z,40,462491.jpg,0.0,Chambers,0.1,False,,u,12,14,0,7417,0,9750,0,0.0,0.0,Chambers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,611,219,597,217,562,210,615,218,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,693,206,459,159,624,220,454,169,0.0,0.0
466,0.0,0.0,535928,0,0,-2,2,0,3,0.0,0.0,0,Stefan,0.0,564,False,Thigh injury - Expected back 01 Jul,2023-03-15T00:30:09.273516Z,43,535928.jpg,2.0,Bajcetic,0.0,False,,i,12,14,22,40504,0,38366,0,0.0,5.1,Bajcetic,522,1,0,3,4,0,0,0,2,0,0,0,85,90.2,61.7,77.0,22.8,6,0.79,0.47,1.26,6.80,396,167,357,186,313,158,396,175,,,,,,,0.14,0.0,0.08,0.22,1.17,0.69,585,316,548,201,313,122,553,218,1.03,0.52
467,,,491970,0,0,0,0,0,3,1.0,1.0,0,Bobby,0.0,584,False,,,45,491970.jpg,1.0,Clark,0.0,False,,a,12,14,1,1504,0,1524,0,0.0,0.2,Clark,7,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.3,2.0,0.2,0,0.00,0.09,0.09,0.00,717,295,504,246,472,231,536,244,,,,,,,0.0,0.0,1.16,1.16,0.0,0.0,428,243,645,251,504,227,660,263,0.0,0.0
468,,,464353,0,0,0,0,0,1,1.0,1.0,0,Harvey,0.0,592,False,,,40,464353.jpg,0.0,Davies,0.0,False,,a,12,14,0,1915,0,2112,0,0.0,0.0,H.Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,612,78,598,61,563,52,616,78,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,694,57,460,69,625,78,595,63,0.0,0.0
469,100.0,100.0,204043,0,0,-2,2,0,3,1.0,1.0,0,Arthur Henrique,0.0,620,False,,2022-10-07T11:00:07.432007Z,48,204043.jpg,0.0,Ramos de Oliveira Melo,0.0,False,,a,12,14,0,8600,0,8379,0,0.0,0.0,Arthur,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,753,324,749,325,742,322,754,324,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,278,167,705,300,756,326,608,243,0.0,0.0
470,,,496208,0,0,0,0,0,3,1.0,1.0,0,Ben,0.0,665,False,,,45,496208.jpg,1.0,Doak,0.0,False,,a,12,14,2,965,0,809,0,0.0,0.4,Doak,23,0,0,0,1,0,0,0,0,0,0,0,4,5.6,1.4,4.0,1.2,0,0.00,0.00,0.00,0.96,507,228,481,232,465,227,508,228,,,,,,,0.0,0.0,0.0,0.0,3.76,3.91,433,246,648,253,507,229,723,299,0.0,0.0
471,100.0,100.0,243298,0,0,-4,4,1,3,4.4,4.7,6,Cody,3.7,680,False,,2023-01-02T15:30:08.448397Z,76,243298.jpg,4.3,Gakpo,5.3,False,,a,12,14,90,1935175,0,1345408,0,0.5,11.8,Gakpo,1455,7,3,6,19,0,0,0,0,0,0,4,256,375.6,292.4,460.0,112.3,17,6.43,1.87,8.30,19.56,193,79,127,92,70,46,110,72,,,,,,,0.4,0.0,0.12,0.52,1.21,1.18,25,12,74,32,36,17,73,24,1.05,0.37
472,100.0,100.0,58621,0,0,-3,3,0,2,4.7,5.0,2,Kyle,4.0,299,False,,2022-10-02T21:00:07.238617Z,47,58621.jpg,2.6,Walker,4.5,False,,a,13,43,69,1459763,0,2016251,0,0.9,14.7,Walker,1953,0,0,7,20,0,0,0,3,0,0,0,376,236.8,199.4,42.0,47.7,22,0.39,1.32,1.71,20.07,282,107,185,44,379,135,295,100,,,,,,,0.02,0.0,0.06,0.08,0.92,0.92,296,47,59,18,208,76,82,30,1.01,0.32
473,,,59859,0,0,-1,1,1,3,7.0,6.2,0,Ilkay,5.2,300,False,,,74,59859.jpg,4.3,Gündogan,7.7,False,,a,13,43,132,1613621,0,994013,0,0.7,17.8,Gündogan,2351,8,6,10,20,0,0,1,0,0,0,9,518,596.2,636.9,597.0,182.7,27,7.83,4.37,12.20,20.31,83,38,41,34,46,29,44,31,6.0,,3.0,,,,0.3,0.0,0.17,0.47,0.78,0.77,27,14,27,12,35,16,52,17,1.03,0.38
474,100.0,100.0,61366,0,0,1,-1,5,3,1.8,1.5,0,Kevin,0.5,301,False,,2023-05-03T22:30:08.835778Z,121,61366.jpg,5.7,De Bruyne,25.5,False,,a,13,43,183,7222275,0,6671693,0,0.0,15.1,De Bruyne,2413,7,18,10,23,0,0,0,1,0,0,26,742,897.8,1476.7,598.0,297.6,28,5.34,13.69,19.03,19.88,16,7,3,2,45,28,8,6,2.0,,1.0,,4.0,,0.2,0.0,0.51,0.71,0.74,0.86,3,2,327,159,8,4,12,7,1.04,0.37
475,100.0,100.0,97299,0,0,1,-1,1,2,2.8,1.8,0,John,0.8,302,False,,2023-01-28T00:00:08.591408Z,56,97299.jpg,4.0,Stones,8.2,False,,a,13,43,93,1416852,0,810277,0,0.1,16.6,Stones,1844,2,2,7,17,1,0,0,2,0,0,13,422,396.0,164.1,135.0,69.6,21,1.03,0.97,2.00,13.56,177,68,214,52,234,54,223,65,,,,,,,0.05,0.0,0.05,0.1,0.66,0.83,89,9,277,82,55,8,48,17,1.02,0.34
